marca_tiempo,edad,genero,zona_residencia,nivel_educativo,nivel_socioeco,horas_estudio,asistencia,plataforma,horas_redes,momento_uso,actividad_fisica,sintomas_abstine,alteracion_sueno,modificacion_ani,ansiedad,depresion,autoestima,promedio_raw,distraccion_acad,promedio,cat_horas_redes
28/04/2025 23:09:32,20,Female,Urban,Tertiary Education,Tertiary Education,4,70,Instagram,2.5,Evening,No,Cravings,3,3,3,4,3,GPA:5 (HSC),2,5,2–4 h
29/04/2025 06:40:23,23,Female,Urban,Tertiary Education,Tertiary Education,2,100,Facebook,1,Evening,Yes,No symtoms,1,3,2,3,4,"3rd year 2nd semester, 3.90 CGPA.",3,3,0–2 h
28/04/2025 23:18:55,23,Male,Urban,Tertiary Education,Tertiary Education,3,70,YouTube,6,Night,No,Cravings,4,4,3,4,2,5,4,5,4–6 h
28/04/2025 23:37:29,22,Female,Urban,Tertiary Education,HSC / A' Level,3,90,Instagram,4.5,Night,No,Feeling restless,2,3,3,4,4,3.69,5,3.69,4–6 h
28/04/2025 23:47:03,20,Male,Urban,Tertiary Education,HSC / A' Level,3,70,Facebook,1,Morning,Yes,No symtoms,1,2,2,2,2,4.58,2,4.58,0–2 h
28/04/2025 23:58:17,23,Female,Urban,Tertiary Education,HSC / A' Level,1,100,Facebook,3.5,Night,No,No symtoms,1,1,1,2,1,3.95,3,3.95,2–4 h
29/04/2025 00:00:21,23,Male,Urban,Tertiary Education,Tertiary Education,4,95,Facebook,2,Night,Yes,No symtoms,2,1,1,1,3,4,3,4,0–2 h
29/04/2025 00:31:23,23,Male,Urban,Tertiary Education,Tertiary Education,2,80,Instagram,3,Night,Yes,No symtoms,4,3,2,2,2,3.63,2,3.63,2–4 h
29/04/2025 01:36:51,22,Male,Rural,Tertiary Education,No education,4,85,YouTube,2,Afternoon,No,Feeling restless,4,2,4,2,3,3.85,1,3.85,0–2 h
29/04/2025 07:09:30,20,Male,Urban,Tertiary Education,SSC / O' Level,3,90,Instagram,7.5,Afternoon,No,Feeling restless,3,4,3,5,3,4.58 GPA,2,4.58,>6 h
29/04/2025 10:15:21,21,Female,Urban,Tertiary Education,Tertiary Education,2,80,Instagram,6,Night,No,No symtoms,2,3,4,3,5,"HSC, GPA-5.00",3,5,4–6 h
29/04/2025 10:42:45,21,Male,Urban,HSC / A' Level,SSC / O' Level,2,80,YouTube,3,Evening,Yes,No symtoms,2,4,3,3,3,GPA-3-56,1,3,2–4 h
29/04/2025 12:01:31,21,Male,Urban,Tertiary Education,Tertiary Education,1,95,Facebook,3,Night,Yes,Cravings,2,2,2,3,3,5.00/5.00,4,5,2–4 h
29/04/2025 12:15:47,20,Female,Urban,Tertiary Education,No education,3,100,Instagram,4,Night,Yes,No symtoms,3,4,4,3,3,3.5,3,3.5,2–4 h
29/04/2025 12:52:23,24,Female,Urban,Tertiary Education,HSC / A' Level,3,70,Facebook,4.33333333333333,Night,Yes,No symtoms,3,4,1,4,4,3.82/4,2,3.82,4–6 h
29/04/2025 14:47:12,20,Male,Urban,Tertiary Education,Tertiary Education,1,80,Instagram,2,Afternoon,Yes,No symtoms,1,4,3,2,5,Gpa 5.00,3,5,0–2 h
29/04/2025 18:09:35,23,Male,Urban,Tertiary Education,SSC / O' Level,2,80,YouTube,1,Night,Yes,No symtoms,3,1,1,1,1,3.41,1,3.41,0–2 h
29/04/2025 18:10:19,21,Female,Urban,Tertiary Education,SSC / O' Level,5,95,YouTube,2,Night,No,No symtoms,1,2,1,4,3,5,1,5,0–2 h
29/04/2025 18:24:30,21,Male,Rural,Tertiary Education,HSC / A' Level,5,90,YouTube,3,Night,Yes,Feeling restless,4,3,3,3,3,3.8,3,3.8,2–4 h
30/04/2025 00:30:26,21,Male,Urban,HSC / A' Level,HSC / A' Level,8,80,YouTube,5,Night,Yes,No symtoms,4,2,2,2,2,4.75,1,4.75,4–6 h
01/05/2025 00:26:41,21,Male,Urban,Tertiary Education,SSC / O' Level,2,70,Facebook,4.5,Night,No,No symtoms,4,3,3,5,5,3.5,2,3.5,4–6 h
01/05/2025 10:41:04,20,Male,Urban,Tertiary Education,SSC / O' Level,2,100,Instagram,2,Night,Yes,Feeling restless,4,3,3,3,3,4.17,3,4.17,0–2 h
01/05/2025 13:19:39,21,Male,Rural,Tertiary Education,No education,4,80,YouTube,5,Night,No,Irritability or agitation,4,3,3,3,3,CGPA- 3.61,4,3.61,4–6 h
02/05/2025 16:56:33,24,Female,Urban,Tertiary Education,HSC / A' Level,10,100,Other,0.166666666666667,Night,Yes,No symtoms,3,3,3,3,3,3.78,3,3.78,0–2 h
03/05/2025 13:32:16,24,Male,Urban,Tertiary Education,SSC / O' Level,2,80,YouTube,1,Night,No,Feeling restless,5,3,3,2,3,A,3,NA,0–2 h
04/05/2025 23:58:19,22,Male,Urban,Tertiary Education,No education,2,75,Facebook,1,Night,No,No symtoms,2,5,5,5,3,3,3,3,0–2 h
05/05/2025 01:54:05,25,Male,Urban,Tertiary Education,Tertiary Education,0.166666666666667,100,Instagram,8,Night,No,Cravings,5,5,5,5,5,3.46,5,3.46,>6 h
05/05/2025 03:21:02,22,Female,Urban,HSC / A' Level,HSC / A' Level,0,98,Instagram,12,Night,Yes,Feeling restless,4,3,3,3,3,4,3,4,>6 h
05/05/2025 14:34:23,29,Female,Urban,Tertiary Education,Tertiary Education,3,99,Facebook,2,Night,No,Feeling restless,1,3,3,3,4,3.9+,4,3.9,0–2 h
06/05/2025 15:59:53,23,Male,Urban,Tertiary Education,Tertiary Education,6,70,YouTube,0,Evening,Yes,Cravings,2,2,3,3,2,3.4,1,3.4,0–2 h
08/05/2025 22:27:39,27,Female,Rural,Tertiary Education,SSC / O' Level,5,90,Facebook,6,Night,Yes,Feeling restless,3,3,1,1,3,3.65,3,3.65,4–6 h
09/05/2025 01:31:28,27,Female,Urban,Tertiary Education,HSC / A' Level,3,99,YouTube,10,Evening,Yes,No symtoms,1,1,1,1,2,3.78,2,3.78,>6 h
09/05/2025 10:48:27,26,Female,Urban,Tertiary Education,HSC / A' Level,2,80,Otro,12,Night,No,Trouble concentrating,4,4,4,5,3,3.63,3,3.63,>6 h
11/05/2025 16:22:44,23,Male,Rural,Tertiary Education,Tertiary Education,1,100,Other,1.5,Night,Yes,No symtoms,4,2,5,2,3,3.79,1,3.79,0–2 h
12/05/2025 00:57:13,29,Male,Urban,HSC / A' Level,HSC / A' Level,1,12,Facebook,3,Evening,Yes,No symtoms,3,3,2,3,3,3,1,3,2–4 h
12/05/2025 00:58:14,22,Male,Rural,HSC / A' Level,HSC / A' Level,4,60,Facebook,2,Night,Yes,No symtoms,1,1,1,2,3,3/4,1,3,0–2 h
12/05/2025 10:27:58,23,Male,Urban,Tertiary Education,HSC / A' Level,5,40,Facebook,5,Night,Yes,No symtoms,2,4,4,4,3,3.4,5,3.4,4–6 h
16/05/2025 18:27:20,23,Male,Urban,Tertiary Education,Tertiary Education,0,70,Facebook,2,Night,Yes,No symtoms,3,4,4,4,3,3.9,5,3.9,0–2 h
16/05/2025 20:20:06,23,Male,Urban,Tertiary Education,HSC / A' Level,0,60,Instagram,5,Night,No,Trouble concentrating,2,3,2,1,2,4,2,4,4–6 h
16/05/2025 23:58:45,22,Female,Urban,Tertiary Education,Tertiary Education,3,100,YouTube,7.5,Night,No,No symtoms,3,3,4,4,3,4,2,4,>6 h
16/05/2025 23:59:07,23,Male,Rural,Tertiary Education,HSC / A' Level,2,80,Facebook,4,Night,Yes,Cravings,3,2,3,2,2,3.25,2,3.25,2–4 h
17/05/2025 00:00:06,21,Female,Urban,Tertiary Education,HSC / A' Level,2,90,Facebook,5,Night,No,Irritability or agitation,4,3,5,5,3,3.49,4,3.49,4–6 h
17/05/2025 00:01:18,22,Male,Urban,Tertiary Education,SSC / O' Level,6,95,Facebook,4,Afternoon,Yes,No symtoms,3,4,4,4,4,CGPA 3.94,4,3.94,2–4 h
17/05/2025 00:01:40,22,Female,Urban,Tertiary Education,Tertiary Education,1,80,YouTube,4,Evening,Yes,Trouble concentrating,4,3,5,5,3,Didn’t count CGPA,1,NA,2–4 h
17/05/2025 00:01:57,22,Female,Urban,Tertiary Education,Tertiary Education,4,98,Instagram,1.5,Night,No,No symtoms,1,1,2,1,3,3.75,1,3.75,0–2 h
17/05/2025 00:02:00,22,Female,Urban,Tertiary Education,HSC / A' Level,3,80,Facebook,2,Evening,Yes,No symtoms,1,2,5,5,1,3,5,3,0–2 h
17/05/2025 00:06:07,22,Male,Urban,Tertiary Education,SSC / O' Level,4,77.5,Facebook,5.5,Night,No,Irritability or agitation,5,3,4,5,3,3.5,4,3.5,4–6 h
17/05/2025 00:07:19,26,Male,Urban,HSC / A' Level,HSC / A' Level,1,NA,Facebook,4.5,Night,Yes,Feeling restless,2,3,3,2,1,3.25,2,3.25,4–6 h
17/05/2025 00:11:11,22,Male,Urban,Tertiary Education,No education,7,100,YouTube,5.5,Night,No,No symtoms,3,2,2,2,4,CGPA-4,1,4,4–6 h
17/05/2025 00:24:27,21,Male,Rural,Tertiary Education,Tertiary Education,3,100,Instagram,4,Night,No,Trouble concentrating,2,3,4,3,4,3.5 cgpa ,3,3.5,2–4 h
17/05/2025 00:29:40,22,Male,Urban,Tertiary Education,Tertiary Education,1,80,Facebook,5,Night,Yes,No symtoms,4,5,5,5,5,3.7,5,3.7,4–6 h
17/05/2025 00:57:50,23,Male,Urban,Tertiary Education,SSC / O' Level,2,70,Facebook,4,Night,Yes,Feeling restless,3,5,4,3,4,3.5,4,3.5,2–4 h
17/05/2025 01:41:25,22,Male,Urban,Tertiary Education,Tertiary Education,4,NA,Instagram,3,Night,No,No symtoms,5,5,5,5,5,4/4,5,4,2–4 h
17/05/2025 03:41:27,21,Female,Urban,Tertiary Education,Tertiary Education,8,100,YouTube,2,Afternoon,Yes,No symtoms,5,1,1,2,1,3.9,2,3.9,0–2 h
17/05/2025 03:51:44,21,Female,Urban,Tertiary Education,Tertiary Education,1,70,Instagram,3.5,Night,Yes,No symtoms,4,3,1,1,3,3.45,2,3.45,2–4 h
17/05/2025 10:00:40,22,Female,Urban,Tertiary Education,Tertiary Education,3,85,YouTube,2,Evening,No,No symtoms,3,2,3,3,2,CGPA 3.72,3,3.72,0–2 h
17/05/2025 10:28:42,22,Female,Urban,Tertiary Education,Tertiary Education,3,100,YouTube,4.5,Night,No,No symtoms,5,3,2,2,2,3.9,3,3.9,4–6 h
17/05/2025 10:35:13,21,Male,Urban,HSC / A' Level,HSC / A' Level,0,70,YouTube,3,Night,Yes,No symtoms,3,3,3,1,1,3.75,3,3.75,2–4 h
17/05/2025 11:46:01,24,Male,Urban,Tertiary Education,HSC / A' Level,3,75,Facebook,8,Night,No,Cravings,4,4,5,4,3,3.63 ( CGPA) ,4,3.63,>6 h
17/05/2025 13:11:00,23,Female,Urban,Tertiary Education,Tertiary Education,4,98,YouTube,2.5,Evening,No,No symtoms,2,1,2,2,1,3.88,4,3.88,2–4 h
17/05/2025 15:40:03,20,Female,Urban,Tertiary Education,Tertiary Education,2,99,Facebook,3.66666666666667,Night,No,Feeling restless,2,3,2,3,3,3.67,2,3.67,2–4 h
17/05/2025 17:56:05,21,Female,Urban,Tertiary Education,HSC / A' Level,2,100,YouTube,6,Night,Yes,No symtoms,3,4,3,3,2,3.94,3,3.94,4–6 h
17/05/2025 18:56:22,22,Female,Rural,Tertiary Education,Madrasah,1,95,Instagram,6,Night,Yes,Feeling restless,2,5,5,5,5,Cgpa 3.68,4,3.68,4–6 h
19/05/2025 01:04:00,20,Male,Urban,Tertiary Education,Tertiary Education,6,99,Facebook,1,Morning,Yes,Feeling restless,3,4,5,2,1,CGPA- 3.78,2,3.78,0–2 h
19/05/2025 14:04:56,21,Male,Urban,Tertiary Education,Tertiary Education,2,80,Facebook,4,Night,No,Irritability or agitation,2,3,3,4,4,3.75 CGPA,4,3.75,2–4 h
19/05/2025 17:09:27,21,Male,Urban,Tertiary Education,Tertiary Education,1,65,YouTube,6.5,Night,No,Feeling restless,4,4,4,1,4,Cgpa 3.60,1,3.6,>6 h
20/05/2025 00:34:06,22,Female,Urban,Tertiary Education,HSC / A' Level,2,75,YouTube,6,Night,No,Irritability or agitation,5,4,3,4,4,3.03,4,3.03,4–6 h
20/05/2025 11:17:07,22,Male,Urban,Tertiary Education,Tertiary Education,3,90,Facebook,4,Night,Yes,Feeling restless,4,3,4,4,3,3.66,4,3.66,2–4 h
20/05/2025 15:18:08,24,Male,Rural,Tertiary Education,HSC / A' Level,3,85,Facebook,3,Night,No,No symtoms,4,3,3,3,3,CGPA 3.21,1,3.21,2–4 h
20/05/2025 18:11:29,23,Male,Urban,Tertiary Education,HSC / A' Level,0,80,Facebook,2.33333333333333,Evening,Yes,No symtoms,1,2,1,2,4,3.92,1,3.92,2–4 h
15/06/2025 20:57:09,21,Female,Urban,HSC / A' Level,Madrasah,5,100,Otro,2,Evening,No,Feeling restless,1,5,1,1,5,5,1,5,0–2 h
23/06/2025 23:01:01,22,Female,Urban,Tertiary Education,Tertiary Education,0,97,Instagram,3,Evening,No,Irritability or agitation,3,3,3,3,3,3.3,3,3.3,2–4 h
23/06/2025 23:12:41,23,Female,Urban,Tertiary Education,Tertiary Education,5,80,Instagram,8,Night,Yes,No symtoms,3,3,3,5,3,3.25,5,3.25,>6 h
23/06/2025 23:33:27,23,Male,Urban,Tertiary Education,Tertiary Education,0,70,Instagram,8,Night,Yes,Trouble concentrating,3,5,2,1,5,3.3,2,3.3,>6 h
23/06/2025 23:39:04,23,Male,Urban,Tertiary Education,HSC / A' Level,0,70,Instagram,6,Night,No,No symtoms,4,3,3,3,3,3.18,4,3.18,4–6 h
23/06/2025 23:39:13,19,Female,Urban,HSC / A' Level,SSC / O' Level,1,80,YouTube,3,Morning,Yes,Irritability or agitation,5,5,5,5,5,4,5,4,2–4 h
23/06/2025 23:39:27,22,Male,Urban,Tertiary Education,SSC / O' Level,3,80,YouTube,8,Night,No,Irritability or agitation,4,5,5,5,3,CGPA 3.75,3,3.75,>6 h
23/06/2025 23:40:40,21,Male,Rural,Tertiary Education,Tertiary Education,5,100,YouTube,1.66666666666667,Night,No,No symtoms,1,4,3,1,1,3.9,4,3.9,0–2 h
23/06/2025 23:40:49,19,Female,Urban,Tertiary Education,Tertiary Education,2,100,Instagram,2,Afternoon,Yes,No symtoms,4,3,3,3,5,4.75,4,4.75,0–2 h
23/06/2025 23:44:00,19,Female,Urban,Tertiary Education,SSC / O' Level,0,70,Instagram,8,Night,No,Feeling restless,3,3,4,4,5,GPA - 5.00,4,5,>6 h
23/06/2025 23:44:03,20,Male,Urban,HSC / A' Level,HSC / A' Level,2,97.5,Instagram,4.5,Night,Yes,Cravings,3,3,4,2,4,4.75,4,4.75,4–6 h
23/06/2025 23:44:11,19,Male,Urban,Tertiary Education,Tertiary Education,4,95,YouTube,3.5,Evening,Yes,Feeling restless,3,2,3,2,3,4,1,4,2–4 h
24/06/2025 00:23:27,25,Male,Urban,Tertiary Education,Tertiary Education,6,80,YouTube,2.5,Night,Yes,No symtoms,5,5,5,5,5,3.69,5,3.69,2–4 h
24/06/2025 00:30:20,21,Female,Urban,Tertiary Education,SSC / O' Level,6,99,YouTube,2,Night,No,No symtoms,1,1,1,1,1,GPA 5,2,5,0–2 h
24/06/2025 00:51:03,19,Male,Urban,Tertiary Education,No education,3,90,Facebook,4,Night,Yes,No symtoms,2,3,2,2,5,Gpa-5(Hsc),3,5,2–4 h
24/06/2025 00:51:11,19,Female,Urban,Tertiary Education,HSC / A' Level,4,90,Facebook,7,Evening,Yes,No symtoms,2,3,2,5,1,GPA 4.94,4,4.94,>6 h
05/07/2025 11:57:45,19,Male,Urban,Tertiary Education,SSC / O' Level,4,98,YouTube,8,Night,No,No symtoms,2,1,1,1,3,5,2,5,>6 h
24/06/2025 01:34:32,21,Female,Urban,Tertiary Education,Tertiary Education,2,80,Instagram,6,Night,Yes,Feeling restless,5,5,4,1,2,Gpa 4.75 in hsc,5,4.75,4–6 h
24/06/2025 05:06:45,22,Male,Rural,Tertiary Education,HSC / A' Level,4,78,YouTube,2,Night,Yes,Cravings,5,3,5,3,4,2.9,5,2.9,0–2 h
24/06/2025 11:48:26,23,Female,Urban,Tertiary Education,Tertiary Education,2,60,Facebook,3,Night,No,Cravings,3,3,1,1,3,3.2,5,3.2,2–4 h
24/06/2025 12:42:28,19,Female,Urban,Tertiary Education,HSC / A' Level,10,90,Other,2,Evening,Yes,No symtoms,1,1,1,1,1,GPA 5,1,5,0–2 h
24/06/2025 13:54:21,23,Female,Rural,Tertiary Education,SSC / O' Level,5,85,Instagram,6,Night,No,No symtoms,3,1,1,1,2,3.4,2,3.4,4–6 h
24/06/2025 17:34:44,23,Female,Rural,Tertiary Education,HSC / A' Level,5,90,Facebook,3,Afternoon,Yes,No symtoms,3,2,1,1,1,..,1,NA,2–4 h
25/06/2025 00:59:41,22,Female,Rural,Tertiary Education,HSC / A' Level,2,70,Instagram,5,Evening,No,No symtoms,3,4,4,4,4,3,4,3,4–6 h
25/06/2025 01:08:49,22,Female,Urban,Tertiary Education,No education,2,70,Otro,4,Night,No,Trouble concentrating,5,5,5,5,5,3.79,4,3.79,2–4 h
25/06/2025 01:10:53,30,Female,Urban,Tertiary Education,HSC / A' Level,2,95,YouTube,5,Night,Yes,Trouble concentrating,4,3,2,3,3,3.1,5,3.1,4–6 h
25/06/2025 01:11:26,29,Female,Urban,Tertiary Education,Tertiary Education,2,100,YouTube,5,Night,Yes,Cravings,2,4,3,2,4,3.2,4,3.2,4–6 h
25/06/2025 01:16:15,23,Male,Rural,Tertiary Education,No education,0,60,Facebook,5,Night,No,Feeling restless,3,4,3,4,5,3.1,4,3.1,4–6 h
25/06/2025 01:18:20,22,Male,Urban,Tertiary Education,Tertiary Education,0.5,80,Facebook,3.5,Night,Yes,No symtoms,4,2,1,1,5,3.73,4,3.73,2–4 h
25/06/2025 02:06:25,37,Male,Urban,Tertiary Education,Tertiary Education,0,90,Facebook,15,Morning,Yes,Cravings,3,5,2,3,3,3.17,5,3.17,>6 h
25/06/2025 02:35:47,23,Female,Rural,Tertiary Education,No education,2,60,Facebook,3,Afternoon,No,Feeling restless,2,5,2,2,4,3.5,1,3.5,2–4 h
25/06/2025 03:18:49,21,Male,Urban,Tertiary Education,Tertiary Education,2,90,Facebook,3,Night,Yes,Feeling restless,2,2,1,3,3,CGPA 4.00,1,4,2–4 h
26/06/2025 14:10:55,22,Female,Urban,Tertiary Education,Tertiary Education,1,95,Instagram,5,Evening,No,Feeling restless,1,3,1,2,3,3.95,2,3.95,4–6 h
28/06/2025 19:32:40,22,Female,Urban,HSC / A' Level,SSC / O' Level,3,92.5,Instagram,2,Night,Yes,Cravings,2,3,2,1,3,3.26,5,3.26,0–2 h
01/07/2025 05:53:43,21,Male,Rural,Tertiary Education,Tertiary Education,8,100,YouTube,6,Night,No,Feeling restless,5,5,5,2,2,5,3,5,4–6 h
02/07/2025 03:39:25,24,Male,Urban,HSC / A' Level,HSC / A' Level,8,100,Facebook,3,Night,Yes,No symtoms,4,3,3,2,2,4.5 GPA,5,4.5,2–4 h
02/07/2025 03:46:51,23,Male,Urban,Tertiary Education,HSC / A' Level,4,90,YouTube,2,Night,Yes,Feeling restless,4,4,1,1,4,3.4,4,3.4,0–2 h
03/07/2025 00:14:20,23,Female,Urban,Tertiary Education,HSC / A' Level,1,80,Instagram,16,Afternoon,No,Feeling restless,1,3,3,3,5,3.5,5,3.5,>6 h
03/07/2025 02:55:08,22,Male,Urban,HSC / A' Level,HSC / A' Level,1,80,Instagram,6,Evening,Yes,Trouble concentrating,4,2,1,1,2,4,3,4,4–6 h
03/07/2025 13:15:21,20,Male,Urban,HSC / A' Level,Tertiary Education,0,75,Instagram,2,Night,Yes,No symtoms,4,1,1,1,1,4.92,1,4.92,0–2 h
03/07/2025 13:38:27,19,Female,Urban,Tertiary Education,Tertiary Education,4,100,Instagram,4,Night,No,No symtoms,3,1,1,1,2,GPA5 on HSC ,2,5,2–4 h
03/07/2025 13:38:29,20,Female,Urban,Tertiary Education,HSC / A' Level,3,100,Instagram,9,Night,No,No symtoms,1,4,1,1,4,4.58,3,4.58,>6 h
03/07/2025 18:03:14,19,Male,Rural,Tertiary Education,Tertiary Education,4,99,YouTube,2,Afternoon,Yes,Trouble concentrating,1,1,5,5,1,5,1,5,0–2 h
03/07/2025 18:03:28,19,Male,Urban,HSC / A' Level,Tertiary Education,4,80,Instagram,3,Afternoon,Yes,Trouble concentrating,3,2,1,2,2,Gpa 5 in HSC 2024,3,5,2–4 h
03/07/2025 19:59:55,20,Female,Urban,Tertiary Education,Tertiary Education,2,100,YouTube,3,Evening,Yes,Feeling restless,1,1,1,1,1,4.25,1,4.25,2–4 h
03/07/2025 20:04:52,21,Female,Urban,Tertiary Education,Tertiary Education,2,90,Instagram,4,Afternoon,No,Trouble concentrating,3,4,4,2,3,4,3,4,2–4 h
03/07/2025 20:15:28,24,Male,Urban,Tertiary Education,Madrasah,1,99,YouTube,3,Night,No,No symtoms,3,3,3,3,3,CGPA 3.97,3,3.97,2–4 h
03/07/2025 20:18:45,21,Male,Rural,HSC / A' Level,HSC / A' Level,1,90,Instagram,12,Night,Yes,No symtoms,3,5,4,1,5,3.16,1,3.16,>6 h
03/07/2025 20:31:07,22,Male,Urban,Tertiary Education,Madrasah,3,100,Facebook,5.5,Afternoon,No,Cravings,4,3,5,5,4,4/4,1,4,4–6 h
03/07/2025 20:42:49,19,Female,Urban,Tertiary Education,No education,0,98,Facebook,8,Night,No,No symtoms,5,4,5,3,3,CGPA 4.0,4,4,>6 h
03/07/2025 20:43:29,21,Female,Urban,Tertiary Education,Tertiary Education,10,100,Instagram,15,Night,No,Feeling restless,3,3,4,2,2,3.96,1,3.96,>6 h
05/07/2025 22:05:07,22,Male,Urban,Tertiary Education,HSC / A' Level,4,100,Facebook,1,Evening,Yes,Feeling restless,1,1,1,3,5,5,1,5,0–2 h
03/07/2025 23:00:51,20,Female,Urban,Tertiary Education,SSC / O' Level,2,100,YouTube,1,Night,No,No symtoms,1,2,1,1,1,GPA 5.00,3,5,0–2 h
03/07/2025 23:04:40,21,Male,Urban,Tertiary Education,Tertiary Education,7,95,Other,4.21910066006601,Afternoon,Yes,Feeling restless,3,3,3,3,3,GPA 5.00,3,5,4–6 h
03/07/2025 23:28:32,20,Female,Urban,Tertiary Education,No education,1,95,YouTube,3,Afternoon,No,Feeling restless,1,3,1,2,1,HSC (GPA: 4.08),1,4.08,2–4 h
05/07/2025 11:59:45,19,Male,Urban,Tertiary Education,HSC / A' Level,6,85,Facebook,3.5,Night,Yes,No symtoms,2,3,3,3,2,"HSC, Science (GPA-5.00)",2,5,2–4 h
05/07/2025 14:11:26,19,Male,Urban,Tertiary Education,HSC / A' Level,3,85,Facebook,5,Evening,Yes,Trouble concentrating,3,5,5,3,4,3.58 from Ssc result ,2,3.58,4–6 h
05/07/2025 12:05:28,19,Female,Urban,Tertiary Education,SSC / O' Level,6,95,Instagram,5,Afternoon,No,No symtoms,3,4,4,1,3,5,5,5,4–6 h
05/07/2025 12:05:43,22,Female,Urban,Tertiary Education,SSC / O' Level,6,100,Instagram,1,Night,Yes,No symtoms,1,1,1,1,1,Last exam was HSC that's also 23 batch. GPA: 5.00,1,5,0–2 h
05/07/2025 12:07:55,20,Female,Urban,Tertiary Education,HSC / A' Level,5,100,Facebook,7,Night,No,Cravings,1,5,2,3,1,GPA-4.83,2,4.83,>6 h
05/07/2025 12:08:54,22,Male,Urban,Tertiary Education,SSC / O' Level,4,95,YouTube,4,Night,No,No symtoms,1,1,2,5,1,4.58,2,4.58,2–4 h
05/07/2025 12:13:26,23,Female,Urban,Tertiary Education,HSC / A' Level,6,96,Facebook,2.5,Afternoon,No,No symtoms,5,1,1,2,3,GPA 4.17,2,4.17,2–4 h
05/07/2025 12:13:31,20,Female,Urban,Tertiary Education,Tertiary Education,3,80,Instagram,8,Night,No,Trouble concentrating,1,2,3,5,2,4.92,5,4.92,>6 h
05/07/2025 12:13:58,19,Male,Urban,Tertiary Education,HSC / A' Level,3,100,Other,1,Night,Yes,No symtoms,1,3,1,1,3,5,2,5,0–2 h
05/07/2025 12:15:24,20,Male,Urban,Tertiary Education,HSC / A' Level,1,90,Facebook,0.5,Night,Yes,No symtoms,2,2,1,1,3,HSC-GPA 5,1,5,0–2 h
