marca_tiempo,edad,genero,zona_residencia,nivel_educativo,nivel_socioeco,horas_estudio,asistencia,plataforma,horas_redes,momento_uso,actividad_fisica,sintomas_abstine,alteracion_sueno,modificacion_ani,ansiedad,depresion,autoestima,promedio_raw,distraccion_acad,promedio,cat_horas_redes
05/07/2025 12:18:41,19,Female,Rural,Tertiary Education,HSC / A' Level,4,99,Facebook,3,Evening,Yes,Feeling restless,2,4,3,4,3,5,2,5,2–4 h
05/07/2025 12:20:07,19,Female,Urban,Tertiary Education,Tertiary Education,5,88,Facebook,8,Night,No,No symtoms,2,3,2,3,2,HSC Result~GPA-5 (in all subjects),1,5,>6 h
05/07/2025 21:26:27,20,Male,Urban,Tertiary Education,Tertiary Education,2,100,Facebook,2,Evening,No,No symtoms,3,3,2,3,3,GPA 5,2,5,0–2 h
05/07/2025 12:21:48,19,Female,Urban,Tertiary Education,Tertiary Education,2,98,Facebook,3.5,Night,No,Cravings,2,3,3,3,4,4.83/5.00,3,4.83,2–4 h
05/07/2025 12:21:50,18,Female,Rural,Tertiary Education,HSC / A' Level,2,100,YouTube,1,Night,No,No symtoms,2,2,2,5,3,Gpa 5,1,5,0–2 h
05/07/2025 12:23:44,19,Female,Urban,Tertiary Education,Tertiary Education,3,100,Other,6,Evening,No,Trouble concentrating,3,5,1,4,5,5,1,5,4–6 h
05/07/2025 12:32:25,19,Female,Urban,Tertiary Education,HSC / A' Level,0,60,Instagram,10,Evening,No,Cravings,5,1,1,3,4,HSC -5.00 ,3,5,>6 h
05/07/2025 12:34:52,18,Female,Urban,Tertiary Education,Tertiary Education,12,99,Facebook,3,Afternoon,Yes,No symtoms,5,3,3,4,3,5,3,5,2–4 h
05/07/2025 12:35:11,19,Female,Urban,Tertiary Education,HSC / A' Level,5,95,Instagram,7,Evening,No,No symtoms,1,4,2,2,4,5,3,5,>6 h
05/07/2025 12:35:19,19,Female,Urban,Tertiary Education,Tertiary Education,5,99,Otro,3,Night,Yes,Trouble concentrating,3,1,1,3,3,HSC GPA:5.00,5,5,2–4 h
05/07/2025 12:37:19,20,Male,Urban,HSC / A' Level,HSC / A' Level,5,96,Facebook,2.5,Night,No,No symtoms,3,3,3,5,3,GPA-5.00,3,5,2–4 h
05/07/2025 12:37:24,19,Female,Urban,Tertiary Education,Tertiary Education,4,70,Instagram,3.5,Evening,No,Cravings,3,3,2,4,4,GPA 4.67,1,4.67,2–4 h
05/07/2025 12:37:27,18,Female,Urban,HSC / A' Level,HSC / A' Level,5,90,Instagram,2,Afternoon,No,No symtoms,3,4,3,3,4,HSC-GPA-5,3,5,0–2 h
05/07/2025 12:38:06,20,Female,Urban,Tertiary Education,SSC / O' Level,3,90,Instagram,6,Night,Yes,No symtoms,3,3,2,3,3,3.75,2,3.75,4–6 h
05/07/2025 12:45:48,21,Female,Urban,HSC / A' Level,SSC / O' Level,3,95,YouTube,5,Night,Yes,No symtoms,2,2,2,2,2,4.55,1,4.55,4–6 h
05/07/2025 12:39:03,19,Female,Urban,Tertiary Education,Tertiary Education,3,80,Instagram,2,Night,No,No symtoms,3,2,3,4,1,HSC-5.00(2024),2,5,0–2 h
05/07/2025 12:39:54,19,Male,Urban,HSC / A' Level,SSC / O' Level,4,75,Facebook,2.5,Afternoon,Yes,Feeling restless,4,3,4,5,3,GPA 4.67 out of 5,3,4.67,2–4 h
05/07/2025 12:40:08,21,Male,Urban,HSC / A' Level,Tertiary Education,1,80,Instagram,7,Night,No,Cravings,3,5,4,3,4,4.8,4,4.8,>6 h
05/07/2025 12:41:24,20,Female,Urban,Tertiary Education,HSC / A' Level,2,98,Instagram,6,Evening,Yes,Trouble concentrating,3,4,3,4,3,3.67,4,3.67,4–6 h
05/07/2025 12:43:06,18,Male,Urban,HSC / A' Level,Tertiary Education,4,80,YouTube,3,Night,No,No symtoms,1,4,2,4,3,5,3,5,2–4 h
05/07/2025 12:44:25,20,Female,Urban,Tertiary Education,HSC / A' Level,3,90,Instagram,0.5,Night,No,No symtoms,3,2,3,2,4,4.58,2,4.58,0–2 h
05/07/2025 12:44:29,21,Female,Urban,Tertiary Education,Tertiary Education,3,95,Instagram,4.5,Night,Yes,No symtoms,3,4,3,3,4,4.75,3,4.75,4–6 h
05/07/2025 12:44:59,20,Male,Urban,Tertiary Education,HSC / A' Level,5,80,Instagram,3,Night,Yes,No symtoms,2,3,2,2,2,5,2,5,2–4 h
05/07/2025 12:56:00,21,Female,Urban,Tertiary Education,Madrasah,1,99,Other,2.5,Evening,No,No symtoms,4,1,2,1,1,5,1,5,2–4 h
05/07/2025 13:00:41,20,Male,Urban,Tertiary Education,HSC / A' Level,4,90,Instagram,6,Night,Yes,No symtoms,2,4,1,4,4,GPA 5,1,5,4–6 h
05/07/2025 13:01:24,20,Female,Urban,HSC / A' Level,HSC / A' Level,3,80,Instagram,2,Night,Yes,No symtoms,4,3,3,3,2,5.00 in HSC examination ,1,5,0–2 h
05/07/2025 13:07:58,20,Female,Rural,Tertiary Education,Tertiary Education,9,99,Instagram,3,Afternoon,No,No symtoms,3,1,1,1,1,4.92,1,4.92,2–4 h
05/07/2025 13:08:35,21,Female,Urban,Tertiary Education,Tertiary Education,2,90,Instagram,4,Night,No,No symtoms,1,2,1,4,2,4.08,1,4.08,2–4 h
05/07/2025 13:09:16,19,Male,Urban,Tertiary Education,Tertiary Education,2,80,YouTube,3,Afternoon,Yes,No symtoms,1,3,3,4,1,5,1,5,2–4 h
05/07/2025 13:10:42,22,Male,Urban,Tertiary Education,Tertiary Education,4,90,Facebook,3.5,Night,Yes,Feeling restless,3,3,3,3,2,4.67,5,4.67,2–4 h
05/07/2025 13:14:22,20,Male,Urban,Tertiary Education,SSC / O' Level,6,85,YouTube,3,Night,Yes,Cravings,1,1,3,2,3,HSC:4.83,4,4.83,2–4 h
05/07/2025 13:14:45,19,Female,Urban,HSC / A' Level,Tertiary Education,4,90,YouTube,4.5,Evening,Yes,No symtoms,3,3,3,4,4,GPA 5.00,1,5,4–6 h
05/07/2025 13:15:40,20,Male,Urban,Tertiary Education,SSC / O' Level,4,90,Facebook,6.5,Afternoon,Yes,Cravings,5,3,4,5,3,5,4,5,>6 h
05/07/2025 13:17:49,19,Male,Urban,Tertiary Education,HSC / A' Level,3,70,Facebook,3.5,Evening,Yes,Cravings,3,4,2,4,3,GPA 5.00,4,5,2–4 h
05/07/2025 13:20:00,20,Female,Urban,Tertiary Education,HSC / A' Level,4,90,Facebook,3,Evening,No,No symtoms,2,3,2,2,4,Hsc-3.67,3,3.67,2–4 h
05/07/2025 13:20:54,18,Female,Urban,Tertiary Education,No education,5,100,YouTube,4,Night,No,No symtoms,2,2,1,3,3,4.75,1,4.75,2–4 h
05/07/2025 13:23:05,21,Male,Urban,HSC / A' Level,HSC / A' Level,1,100,Instagram,NA,Morning,Yes,No symtoms,1,1,1,1,5,4.25 out of 5,1,4.25,NA
05/07/2025 13:25:08,20,Female,Urban,HSC / A' Level,HSC / A' Level,3,98,Facebook,NA,Afternoon,Yes,No symtoms,3,2,2,5,3,GPA 5.00,2,5,NA
05/07/2025 13:31:32,18,Female,Urban,Tertiary Education,Tertiary Education,2,80,Instagram,3,Afternoon,No,Cravings,3,4,2,2,3,4.67/4.42,1,4.67,2–4 h
05/07/2025 13:50:23,19,Male,Rural,Tertiary Education,Tertiary Education,2,99,YouTube,2,Afternoon,No,No symtoms,3,3,2,1,2,GPA 4.25,1,4.25,0–2 h
05/07/2025 13:52:13,20,Male,Urban,Tertiary Education,Tertiary Education,1,100,Facebook,5,Night,Yes,No symtoms,3,3,3,3,3,GPA 5.00,3,5,4–6 h
05/07/2025 13:53:02,24,Male,Urban,HSC / A' Level,HSC / A' Level,3,95,Facebook,2,Night,Yes,Trouble concentrating,3,2,2,3,2,4.9,1,4.9,0–2 h
05/07/2025 13:53:33,20,Male,Urban,Tertiary Education,Tertiary Education,1,100,Instagram,2,Evening,Yes,No symtoms,3,3,3,3,3,GPA 5.00,3,5,0–2 h
05/07/2025 13:54:24,19,Male,Urban,Tertiary Education,Tertiary Education,7,100,YouTube,3,Night,Yes,No symtoms,2,4,2,5,3,Gpa 5 from hsc ,1,5,2–4 h
05/07/2025 13:56:06,19,Female,Urban,Tertiary Education,SSC / O' Level,3,95,Instagram,1.5,Afternoon,No,Trouble concentrating,1,3,1,1,1,4.5,1,4.5,0–2 h
05/07/2025 13:58:53,19,Male,Rural,Tertiary Education,Tertiary Education,3,100,Facebook,7,Night,No,Feeling restless,4,4,4,3,4,5,5,5,>6 h
05/07/2025 14:06:10,20,Male,Urban,HSC / A' Level,Madrasah,5,80,YouTube,3,Evening,No,No symtoms,3,1,2,2,2,5,2,5,2–4 h
05/07/2025 14:22:22,21,Male,Urban,Tertiary Education,Tertiary Education,1,92.5,Facebook,2,Night,Yes,Feeling restless,5,3,3,3,1,4.31,5,4.31,0–2 h
05/07/2025 14:29:47,19,Female,Urban,Tertiary Education,Tertiary Education,5,92.5,YouTube,1,Afternoon,Yes,No symtoms,3,2,2,1,3,GPA -5.00,3,5,0–2 h
05/07/2025 14:30:41,21,Female,Urban,Tertiary Education,Tertiary Education,3,98,YouTube,2,Evening,No,No symtoms,3,2,2,3,4,Hsc GPA:4.00,4,4,0–2 h
05/07/2025 14:36:23,20,Female,Urban,Tertiary Education,Tertiary Education,6,90,Instagram,3,Night,No,No symtoms,3,4,3,3,3,4:00,3,4,2–4 h
05/07/2025 14:44:22,20,Male,Urban,Tertiary Education,Tertiary Education,3,80,YouTube,2,Evening,Yes,No symtoms,3,4,2,4,3,Hsc - GPA 5.00,3,5,0–2 h
05/07/2025 14:54:12,18,Male,Rural,HSC / A' Level,HSC / A' Level,3,100,YouTube,5,Night,No,No symtoms,2,3,1,4,3,5,1,5,4–6 h
05/07/2025 14:54:15,29,Male,Rural,HSC / A' Level,HSC / A' Level,3,85,Instagram,5,Night,No,Trouble concentrating,2,3,1,4,3,4.64,1,4.64,4–6 h
05/07/2025 14:55:03,20,Female,Urban,Tertiary Education,No education,0,100,Instagram,0.0166666666666667,Night,No,No symtoms,1,2,2,2,2,A,2,NA,0–2 h
05/07/2025 15:34:41,19,Female,Urban,Tertiary Education,Tertiary Education,4,90,Facebook,4,Night,No,No symtoms,3,2,2,3,3,GPA-4.08,2,4.08,2–4 h
05/07/2025 15:48:51,19,Female,Rural,Tertiary Education,HSC / A' Level,6,90,Facebook,5,Evening,Yes,No symtoms,3,3,4,4,4,5,4,5,4–6 h
05/07/2025 16:15:00,22,Female,Urban,Tertiary Education,Tertiary Education,2,72.5,YouTube,3.66666666666667,Evening,Yes,No symtoms,4,1,1,3,3,5,2,5,2–4 h
05/07/2025 16:35:49,20,Female,Rural,HSC / A' Level,Madrasah,7,100,YouTube,3,Night,No,No symtoms,3,3,3,1,3,GPA 4.25,3,4.25,2–4 h
05/07/2025 16:41:33,19,Male,Urban,HSC / A' Level,HSC / A' Level,3,80,Instagram,2.5,Night,Yes,No symtoms,3,3,1,2,4,4.07,5,4.07,2–4 h
05/07/2025 16:49:59,20,Male,Urban,Tertiary Education,Tertiary Education,5,87,Facebook,5,Evening,Yes,No symtoms,3,3,4,3,3,5,2,5,4–6 h
05/07/2025 16:53:29,22,Female,Urban,SSC / O' Level,SSC / O' Level,6,80,Instagram,2,Night,Yes,No symtoms,1,1,2,3,3,3.28 out of 4 ,1,3.28,0–2 h
05/07/2025 17:14:52,21,Female,Urban,HSC / A' Level,HSC / A' Level,2,80,Instagram,1,Night,No,No symtoms,1,2,4,4,3,3.92,3,3.92,0–2 h
05/07/2025 18:09:34,20,Female,Urban,Tertiary Education,Tertiary Education,6,100,Instagram,2,Night,No,Feeling restless,3,2,1,3,2,4. 33,3,4,0–2 h
05/07/2025 18:25:43,19,Female,Rural,Tertiary Education,Tertiary Education,4,100,Instagram,2,Night,Yes,Feeling restless,1,5,5,5,5,4.22,5,4.22,0–2 h
05/07/2025 18:31:29,18,Female,Urban,Tertiary Education,HSC / A' Level,3,89,Facebook,1,Night,Yes,No symtoms,3,4,3,4,3,A,3,NA,0–2 h
05/07/2025 18:43:15,20,Male,Urban,Tertiary Education,Tertiary Education,1,95,Facebook,4.5,Night,Yes,Trouble concentrating,5,4,2,3,3,4.83/5.00,5,4.83,4–6 h
05/07/2025 19:08:14,19,Female,Urban,Tertiary Education,Tertiary Education,2,90,Instagram,3,Night,Yes,No symtoms,3,3,1,2,2,GPA-5 in HSC,2,5,2–4 h
05/07/2025 19:21:11,19,Male,Urban,Tertiary Education,Madrasah,6,90,Facebook,2.5,Evening,Yes,Feeling restless,5,3,5,5,1,GPA 5,3,5,2–4 h
05/07/2025 19:33:24,19,Female,Urban,HSC / A' Level,HSC / A' Level,7,92,Instagram,3,Night,No,Cravings,1,4,3,3,3,4.78,2,4.78,2–4 h
05/07/2025 19:39:58,20,Male,Urban,Tertiary Education,No education,5,80,Instagram,8,Night,Yes,No symtoms,2,2,3,1,3,4.83 in hsc,2,4.83,>6 h
05/07/2025 19:43:55,20,Female,Rural,Tertiary Education,SSC / O' Level,2,98,Instagram,2,Night,Yes,Cravings,2,2,1,3,3,Gpa 5,4,5,0–2 h
05/07/2025 19:58:05,19,Male,Rural,Tertiary Education,Tertiary Education,7,100,YouTube,5,Afternoon,No,No symtoms,5,1,1,1,1,GPA-5,2,5,4–6 h
05/07/2025 20:17:40,20,Female,Urban,Tertiary Education,HSC / A' Level,2,98,YouTube,2,Afternoon,Yes,No symtoms,5,3,5,3,5,GPA-5.00,3,5,0–2 h
05/07/2025 20:35:20,20,Female,Urban,Tertiary Education,SSC / O' Level,3,95,Instagram,4,Evening,No,No symtoms,3,3,3,1,3,5,3,5,2–4 h
05/07/2025 20:40:13,20,Female,Urban,Tertiary Education,Tertiary Education,4,99,Instagram,1.5,Afternoon,No,No symtoms,3,3,3,1,3,GPA 5 ,1,5,0–2 h
05/07/2025 21:07:16,22,Male,Urban,Tertiary Education,HSC / A' Level,4,100,Facebook,1,Evening,Yes,Cravings,1,1,1,3,5,5,1,5,0–2 h
05/07/2025 21:17:04,21,Male,Rural,Tertiary Education,SSC / O' Level,4,75,Facebook,3.5,Night,Yes,No symtoms,3,3,3,4,3,4.83 GPA,4,4.83,2–4 h
05/07/2025 21:48:34,19,Male,Urban,HSC / A' Level,Tertiary Education,2,90,YouTube,2,Evening,No,No symtoms,1,2,1,1,3,5.00 GPA HSC,3,5,0–2 h
05/07/2025 21:59:41,19,Male,Urban,Tertiary Education,Tertiary Education,4,70,Facebook,3,Night,Yes,Trouble concentrating,3,3,3,3,3,5,3,5,2–4 h
05/07/2025 22:14:13,20,Male,Urban,Tertiary Education,SSC / O' Level,6,95,Facebook,2,Afternoon,No,No symtoms,2,1,3,3,3,4.42,2,4.42,0–2 h
05/07/2025 23:05:26,21,Male,Rural,HSC / A' Level,SSC / O' Level,2,90,Instagram,2,Night,No,Feeling restless,2,2,2,1,4,4.22,2,4.22,0–2 h
06/07/2025 00:05:20,20,Male,Urban,HSC / A' Level,Tertiary Education,5,95,Instagram,1.5,Evening,Yes,No symtoms,4,1,1,2,1,3.92,1,3.92,0–2 h
06/07/2025 00:24:34,19,Female,Urban,Tertiary Education,Tertiary Education,8,90,YouTube,1.5,Afternoon,Yes,No symtoms,3,3,1,3,3,5,1,5,0–2 h
06/07/2025 00:26:55,20,Female,Rural,Tertiary Education,Tertiary Education,4,100,YouTube,2,Evening,Yes,No symtoms,5,3,5,4,5,4.42,5,4.42,0–2 h
06/07/2025 00:41:04,20,Female,Urban,Tertiary Education,Tertiary Education,2,100,Instagram,6,Night,No,No symtoms,4,3,4,4,4,5,3,5,4–6 h
06/07/2025 00:49:21,20,Male,Urban,HSC / A' Level,HSC / A' Level,5,97,Instagram,6.5,Night,Yes,No symtoms,1,5,3,2,3,4.5,1,4.5,>6 h
06/07/2025 00:53:56,20,Female,Urban,Tertiary Education,HSC / A' Level,4,95,Facebook,2,Night,Yes,Cravings,3,2,3,3,4,HSC 4.75,1,4.75,0–2 h
06/07/2025 00:58:59,21,Female,Urban,Tertiary Education,Tertiary Education,7,80,Facebook,1.5,Evening,Yes,No symtoms,1,1,2,2,3,GPA 4,2,4,0–2 h
06/07/2025 08:18:09,20,Male,Urban,Tertiary Education,Tertiary Education,2,80,Facebook,2.5,Night,Yes,Cravings,2,4,1,1,3,GPA-4.67,1,4.67,2–4 h
06/07/2025 08:44:31,20,Male,Urban,Tertiary Education,SSC / O' Level,3,85,YouTube,4,Evening,Yes,No symtoms,3,4,3,3,3,Hsc[4.42],1,4.42,2–4 h
06/07/2025 08:55:55,19,Female,Urban,Tertiary Education,HSC / A' Level,2,100,YouTube,1,Evening,Yes,No symtoms,5,5,5,5,5,4.56,5,4.56,0–2 h
06/07/2025 10:15:43,20,Female,Urban,Tertiary Education,Tertiary Education,2,95,Instagram,2.5,Afternoon,No,No symtoms,3,4,5,5,5,GPA -4.6,4,4.6,2–4 h
06/07/2025 10:39:07,19,Female,Urban,HSC / A' Level,SSC / O' Level,3,100,Instagram,3.5,Evening,No,No symtoms,5,5,5,3,1,GPA 4.42,4,4.42,2–4 h
06/07/2025 10:49:06,21,Female,Urban,Tertiary Education,Tertiary Education,5,95,YouTube,2,Evening,Yes,No symtoms,3,2,3,3,3,HSC- 5.00,3,5,0–2 h
06/07/2025 10:54:46,20,Male,Rural,Tertiary Education,SSC / O' Level,3,100,Other,3,Night,Yes,No symtoms,3,2,2,2,2,4,1,4,2–4 h
06/07/2025 11:32:08,20,Male,Urban,Tertiary Education,Tertiary Education,3,80,Other,2,Night,No,Cravings,3,4,4,5,4,5.00/5.00,3,5,0–2 h
06/07/2025 15:13:54,20,Female,Rural,Tertiary Education,Tertiary Education,2,95,YouTube,3,Night,No,No symtoms,1,2,2,1,1,3.92,1,3.92,2–4 h
06/07/2025 15:52:47,20,Female,Urban,Tertiary Education,HSC / A' Level,5,100,YouTube,4,Night,Yes,Trouble concentrating,3,3,3,3,2,gpa 5,1,5,2–4 h
06/07/2025 20:09:17,22,Male,Urban,Tertiary Education,Tertiary Education,2,80,Facebook,3,Night,No,No symtoms,3,4,2,2,2,4.08,3,4.08,2–4 h
06/07/2025 20:10:36,20,Female,Rural,Tertiary Education,HSC / A' Level,3,80,Facebook,7,Evening,No,Feeling restless,1,2,1,1,4,Hsc -4.00,2,4,>6 h
06/07/2025 20:10:42,20,Male,Urban,Tertiary Education,HSC / A' Level,3,95,YouTube,5,Evening,No,Feeling restless,5,4,2,3,2,HSC: 3.83,4,3.83,4–6 h
06/07/2025 20:35:02,19,Female,Rural,HSC / A' Level,Tertiary Education,5,88,Facebook,2,Evening,No,Feeling restless,2,2,2,3,2,Gpa-5.00(HSC),5,5,0–2 h
06/07/2025 20:36:24,19,Male,Urban,Tertiary Education,Tertiary Education,4,90,Facebook,2,Night,Yes,No symtoms,3,1,1,1,1,GPA 5,3,5,0–2 h
06/07/2025 21:33:21,20,Female,Urban,Tertiary Education,HSC / A' Level,4,95,Facebook,1,Afternoon,No,Trouble concentrating,1,2,1,1,1,4.5,1,4.5,0–2 h
06/07/2025 22:12:02,19,Male,Urban,Tertiary Education,Tertiary Education,4,70,Instagram,4.5,Evening,Yes,No symtoms,4,4,2,3,3,4.92,3,4.92,4–6 h
06/07/2025 23:35:47,21,Female,Urban,Tertiary Education,HSC / A' Level,6,100,Facebook,8,Night,No,Cravings,1,3,1,1,3,5,3,5,>6 h
06/07/2025 23:40:27,20,Male,Urban,Tertiary Education,Tertiary Education,5,95,YouTube,5,Night,Yes,No symtoms,3,3,1,1,5,4.33,1,4.33,4–6 h
06/07/2025 23:40:27,20,Male,Urban,Tertiary Education,HSC / A' Level,5,95,Instagram,6,Night,Yes,No symtoms,4,3,1,1,4,4.33,2,4.33,4–6 h
07/07/2025 13:31:40,23,Male,Urban,Tertiary Education,HSC / A' Level,5,NA,Instagram,3,Night,Yes,No symtoms,3,1,1,1,1,4.5,1,4.5,2–4 h
07/07/2025 21:14:54,19,Male,Urban,HSC / A' Level,HSC / A' Level,7,75,Instagram,3.5,Night,Yes,Feeling restless,3,3,3,3,3,5,1,5,2–4 h
07/07/2025 21:23:12,22,Male,Urban,HSC / A' Level,HSC / A' Level,2,100,Facebook,4,Night,Yes,No symtoms,3,3,3,2,5,hsc:3.75,2,3.75,2–4 h
08/07/2025 11:05:03,19,Female,Urban,Tertiary Education,SSC / O' Level,3,90,YouTube,3,Afternoon,No,No symtoms,1,3,2,5,3,GPA5,4,5,2–4 h
08/07/2025 12:30:16,19,Female,Urban,HSC / A' Level,Tertiary Education,3,80,Instagram,5,Night,No,Feeling restless,3,1,1,1,1,HSC- 4.58,3,4.58,4–6 h
08/07/2025 22:37:12,23,Male,Urban,Tertiary Education,Madrasah,3,85,YouTube,5,Night,No,Trouble concentrating,2,4,5,2,3,3.75 out of 4.00,4,3.75,4–6 h
10/07/2025 22:50:08,19,Male,Urban,Tertiary Education,HSC / A' Level,4,80,YouTube,5,Afternoon,Yes,No symtoms,3,3,2,3,3,4.42,4,4.42,4–6 h
10/07/2025 23:17:07,24,Male,Urban,HSC / A' Level,SSC / O' Level,3,80,Facebook,3,Night,Yes,No symtoms,3,5,1,1,3,4.93,3,4.93,2–4 h
11/07/2025 00:09:00,19,Male,Urban,HSC / A' Level,HSC / A' Level,7,80,Instagram,3.5,Night,Yes,Feeling restless,5,1,3,1,4,5,3,5,2–4 h
11/07/2025 00:14:23,21,Male,Urban,Tertiary Education,Tertiary Education,4,99,YouTube,0.5,Morning,Yes,No symtoms,1,1,1,1,1,GPA 5.00,3,5,0–2 h
11/07/2025 00:33:54,19,Male,Urban,HSC / A' Level,Tertiary Education,4,70,Instagram,2,Night,Yes,No symtoms,3,3,3,3,3,Hsc- 4.67,3,4.67,0–2 h
11/07/2025 11:25:25,20,Male,Urban,Tertiary Education,Tertiary Education,4,90,Instagram,2,Night,Yes,Cravings,3,2,2,1,2,GPA-5 in hsc,1,5,0–2 h
11/07/2025 13:08:41,19,Female,Urban,HSC / A' Level,No education,6,70,YouTube,4,Afternoon,Yes,No symtoms,2,1,2,2,1,3.93,4,3.93,2–4 h
11/07/2025 19:36:42,20,Male,Urban,Tertiary Education,SSC / O' Level,3,100,Instagram,5,Night,No,Cravings,3,2,3,3,2,4.42,5,4.42,4–6 h
11/07/2025 19:57:41,19,Male,Urban,HSC / A' Level,HSC / A' Level,5,80,Instagram,1,Night,Yes,Cravings,3,3,3,2,3,GPA :5.00,2,5,0–2 h
11/07/2025 20:03:49,20,Female,Urban,HSC / A' Level,SSC / O' Level,5,100,YouTube,4,Afternoon,No,No symtoms,2,3,1,1,3,A,1,NA,2–4 h
11/07/2025 23:19:27,20,Male,Urban,HSC / A' Level,SSC / O' Level,4,90,Instagram,4,Night,Yes,No symtoms,5,3,3,5,3,5,1,5,2–4 h
12/07/2025 01:16:02,20,Male,Urban,Tertiary Education,Tertiary Education,4,90,Facebook,3,Night,Yes,No symtoms,1,2,2,4,3,HSC-GPA-5.00,1,5,2–4 h
12/07/2025 12:29:11,21,Male,Urban,Tertiary Education,HSC / A' Level,3,80,Instagram,3,Afternoon,No,No symtoms,1,3,1,1,3,5,5,5,2–4 h
12/07/2025 13:09:15,21,Male,Urban,HSC / A' Level,HSC / A' Level,1,95,Instagram,8,Night,No,Irritability or agitation,4,3,3,5,4,4.75,5,4.75,>6 h
12/07/2025 18:43:06,19,Male,Urban,HSC / A' Level,HSC / A' Level,2,100,Other,2,Night,Yes,No symtoms,1,1,1,1,1,5/5,1,5,0–2 h
13/07/2025 09:58:22,19,Female,Urban,HSC / A' Level,Tertiary Education,4,100,Facebook,3,Evening,No,No symtoms,2,2,2,2,2,3.67,2,3.67,2–4 h
13/07/2025 10:54:54,20,Male,Urban,HSC / A' Level,HSC / A' Level,2,95,Other,0.166666666666667,Evening,No,Irritability or agitation,5,1,3,5,1,GPA-5 (HSC),1,5,0–2 h
13/07/2025 13:55:12,21,Male,Urban,Tertiary Education,Tertiary Education,3,90,Instagram,5,Night,No,No symtoms,2,3,2,4,3,5,3,5,4–6 h
14/07/2025 04:50:01,21,Male,Urban,Tertiary Education,Tertiary Education,4,95,YouTube,2,Evening,Yes,No symtoms,1,1,3,3,2,4.42,1,4.42,0–2 h
14/07/2025 23:01:14,20,Male,Urban,Tertiary Education,Tertiary Education,3,85,Facebook,7.5,Afternoon,No,No symtoms,2,4,4,3,1,5,1,5,>6 h
17/07/2025 19:21:53,23,Female,Urban,Tertiary Education,Tertiary Education,5,80,Other,1.5,Evening,Yes,No symtoms,1,1,1,1,1,GPA 4,1,4,0–2 h
19/08/2025 10:49:19,20,Male,Urban,HSC / A' Level,SSC / O' Level,1,50,Facebook,3,Night,No,Irritability or agitation,3,1,1,1,1,3.67,1,3.67,2–4 h
